,city,confirm,country,dead,heal,province,suspect,update_time
417,梧州,5,中国,0,5,广西,0,2020-10-19 17:31:35
418,百色,3,中国,0,3,广西,0,2020-10-19 17:31:35
419,贺州,4,中国,0,4,广西,0,2020-10-19 17:31:35
420,境外输入,387,中国,0,387,黑龙江,0,2020-10-19 17:31:35
421,地区待确认,2,中国,0,2,黑龙江,0,2020-10-19 17:31:35
422,哈尔滨,264,中国,4,260,黑龙江,0,2020-10-19 17:31:35
423,牡丹江,25,中国,0,25,黑龙江,0,2020-10-19 17:31:35
424,大庆,27,中国,1,26,黑龙江,0,2020-10-19 17:31:35
425,齐齐哈尔,43,中国,1,42,黑龙江,0,2020-10-19 17:31:35
426,大兴安岭,3,中国,0,3,黑龙江,0,2020-10-19 17:31:35
427,黑河,14,中国,0,14,黑龙江,0,2020-10-19 17:31:35
428,双鸭山,52,中国,3,49,黑龙江,0,2020-10-19 17:31:35
429,绥化,47,中国,4,43,黑龙江,0,2020-10-19 17:31:35
430,鸡西,46,中国,0,46,黑龙江,0,2020-10-19 17:31:35
431,七台河,17,中国,0,17,黑龙江,0,2020-10-19 17:31:35
432,鹤岗,5,中国,0,5,黑龙江,0,2020-10-19 17:31:35
433,伊春,1,中国,0,1,黑龙江,0,2020-10-19 17:31:35
434,佳木斯,15,中国,0,15,黑龙江,0,2020-10-19 17:31:35
435,境外输入,78,中国,0,78,甘肃,0,2020-10-19 17:31:35
436,兰州,37,中国,2,35,甘肃,0,2020-10-19 17:31:35
437,定西,9,中国,0,9,甘肃,0,2020-10-19 17:31:35
438,地区待确认,0,中国,0,0,甘肃,0,2020-10-19 17:31:35
439,平凉,9,中国,0,9,甘肃,0,2020-10-19 17:31:35
440,庆阳,3,中国,0,3,甘肃,0,2020-10-19 17:31:35
441,白银,4,中国,0,4,甘肃,0,2020-10-19 17:31:35
442,甘南州,8,中国,0,8,甘肃,0,2020-10-19 17:31:35
443,天水,12,中国,0,12,甘肃,0,2020-10-19 17:31:35
444,陇南,4,中国,0,4,甘肃,0,2020-10-19 17:31:35
445,临夏,3,中国,0,3,甘肃,0,2020-10-19 17:31:35
446,张掖,2,中国,0,2,甘肃,0,2020-10-19 17:31:35
447,金昌,1,中国,0,1,甘肃,0,2020-10-19 17:31:35
448,乌鲁木齐,845,中国,0,845,新疆,0,2020-10-19 17:31:35
449,喀什,2,中国,0,2,新疆,0,2020-10-19 17:31:35
450,地区待确认,1,中国,0,1,新疆,0,2020-10-19 17:31:35
451,昌吉州,5,中国,0,5,新疆,0,2020-10-19 17:31:35
452,兵团第九师,4,中国,1,3,新疆,0,2020-10-19 17:31:35
453,吐鲁番,3,中国,0,3,新疆,0,2020-10-19 17:31:35
454,第八师石河子,4,中国,1,3,新疆,0,2020-10-19 17:31:35
455,伊犁州,18,中国,0,18,新疆,0,2020-10-19 17:31:35
456,兵团第四师,10,中国,1,9,新疆,0,2020-10-19 17:31:35
457,六师五家渠,2,中国,0,2,新疆,0,2020-10-19 17:31:35
458,兵团第十二师,3,中国,0,3,新疆,0,2020-10-19 17:31:35
459,巴州,3,中国,0,3,新疆,0,2020-10-19 17:31:35
460,第七师,1,中国,0,1,新疆,0,2020-10-19 17:31:35
461,阿克苏,1,中国,0,1,新疆,0,2020-10-19 17:31:35
